input_text,target_text,style
"Do you think I would live a life of jealousy , tormented by new suspicions every hour ?","Think'st thou I'd make a life of jealousy , To follow still the changes of the moon With fresh suspicions ?",shakespeare
No .,No !,shakespeare
"If there's any doubt , there is no doubt .",To be once in doubt Is to be resolved .,shakespeare
"If you say my wife is beautiful , eats well , loves good company , speaks freely , sings , plays music , and dances well , you're not making me jealous .","Tis not to make me jealous To say my wife is fair , feeds well , loves company , Is free of speech , sings , plays , and dances .",shakespeare
"When a woman is virtuous , talents like these just make her better .","Where virtue is , these are more virtuous .",shakespeare
So please listen to me .,"Therefore , as I am bound , Receive it from me .",shakespeare
I'm not talking about proof yet .,I speak not yet of proof .,shakespeare
Watch out !,Look to 't .,shakespeare
I know the people of Venice well .,I know our country disposition well .,shakespeare
They let God see things they wouldn't show their husbands .,In Venice they do let God see the pranks They dare not show their husbands .,shakespeare
Do you really think so ?,Dost thou say so ?,shakespeare
"That's right , she did .",And so she did .,shakespeare
"Well , there you go .","Why , go to then .",shakespeare
"She was so young , but she deceived her father so thoroughly he thought it was witchcraft !","She that , so young , could give out such a seeming , To seel her father's eyes up close as oak , He thought 'twas witchcraft .",shakespeare
But I'm sorry I've blurted all this out .,But I am much to blame .,shakespeare
I beg your pardon for loving you too much .,I humbly do beseech you of your pardon For too much loving you .,shakespeare
I'm indebted to you forever .,I am bound to thee forever .,shakespeare
You seem a little depressed about this .,I see this hath a little dashed your spirits .,shakespeare
"Not at all , not at all .","Not a jot , not a jot .",shakespeare
"Really , I'm afraid you are .","Trust me , I fear it has .",shakespeare
I hope you remember that I said all this because I love you .,I hope you will consider what is spoke Comes from my love .,shakespeare
But I see you're troubled .,But I do see you're moved .,shakespeare
Please don't take what I said more seriously than it deserves to be taken .,I am to pray you not to strain my speech To grosser issues nor to larger reach Than to suspicion .,shakespeare
I won't .,I will not .,shakespeare
"If you take it too seriously , it'll have bad effects that I didn't want it to have .","Should you do so , my lord , My speech should fall into such vile success Which my thoughts aimed not at .",shakespeare
"Cassio's a good friend of mine , My lord , I can see you're upset .","Cassio's my worthy friend , My lord , I see you're moved .",shakespeare
"No , not too upset .","No , not much moved .",shakespeare
"Goodbye , goodbye .","Farewell , farewell .",shakespeare
"If you see anything else , let me know .","If more thou dost perceive , let me know more .",shakespeare
Tell your wife to watch her .,Set on thy wife to observe .,shakespeare
"Leave me alone now , Iago .","Leave me , Iago .",shakespeare
"My lord , I'll say goodbye now .","My lord , I take my leave .",shakespeare
"and affection , even if it's just an act .",Note if your lady strain his entertainment,shakespeare
He and I will be there .,"That you shall surely find him , Lead to the Sagittary the raised search , And there will I be with him .",shakespeare
It's true .,It is too true an evil .,shakespeare
She's gone .,Gone she is .,shakespeare
The rest of my life will be nothing but bitterness .,And what's to come of my despised time Is naught but bitterness .,shakespeare
"Now , Roderigo , where did you see her ? , Oh , that miserable wretch ! , You say you saw her with the Moor ? , Oh , who would want to be a father ? , How did you know it was her ? , To think she tricked me so easily ! , What did she say to you ? , Get me more candles , and wake up all my relatives .","Now , Roderigo , Where didst thou see her ? , Oh , unhappy girl ! , With the Moor , say'st thou ? , Who would be a father ? , How didst thou know 'twas she ? , Oh , she deceives me Past thought ! , What said she to you ? , Get more tapers , Raise all my kindred .",shakespeare
Do you think they're married ?,"Are they married , think you ?",shakespeare
"Yes , I really think so .","Truly , I think they are .",shakespeare
"Oh , heaven , how did she get out ?","Oh , heaven , how got she out ?",shakespeare
My own flesh and blood rebels against me !,"Oh , treason of the blood !",shakespeare
"Fathers , never trust your daughters just because they act obedient and innocent .","Fathers , from hence trust not your daughters ' minds By what you see them act .",shakespeare
Are there magic spells that can lead young virgins astray ?,Is there not charms By which the property of youth and maidhood May be abused ?,shakespeare
"Have you ever heard of anything like that , Roderigo ?","Have you not read , Roderigo , Of some such thing ?",shakespeare
"Yes , sir , I have .","Yes , sir , I have indeed .",shakespeare
I think I can find him .,"I think I can discover him , if you please To get good guard and go along with me .",shakespeare
giving it back to him .,With any strong or vehement importunity .,shakespeare
That will tell you a lot .,Much will be seen in that .,shakespeare
"But in the meantime , just assume that I'm paranoid , as I'm pretty sure I am , and keep thinking she's innocent , please .","In the meantime , Let me be thought too busy in my fears , As worthy cause I have to fear I am , And hold her free , I do beseech your honor .",shakespeare
Don't worry about how I handle it .,Fear not my government .,shakespeare
I'll say goodbye once more .,I once more take my leave .,shakespeare
"This Iago is extremely honest and good , and he knows a lot about human behavior .","This fellow's of exceeding honesty And knows all quantities , with a learned spirit , Of human dealings .",shakespeare
"If it turns out that she really is running around on me , I'll send her away , even though it'll break my heart .","If I do prove her haggard , Though that her jesses were my dear heartstrings , I'd whistle her off and let her down the wind To prey at fortune .",shakespeare
Oh what a curse marriage is !,"Oh , curse of marriage That we can call these delicate creatures ours And not their appetites !",shakespeare
"I'd rather be a toad in a moldy basement than to have only a part of someone I love , sharing the rest of her with others .",I had rather be a toad And live upon the vapor of a dungeon Than keep a corner in the thing I love For others ' uses .,shakespeare
"This is the plague of important men , our wives betray us more than those of poor men .","Yet 'tis the plague to great ones , Prerogatived are they less than the base .",shakespeare
"It's our destiny , like death .","Tis destiny unshunnable , like death .",shakespeare
We are destined to be betrayed when we are born .,Even then this forked plague is fated to us When we do quicken .,shakespeare
"Oh , here she comes .",Look where she comes .,shakespeare
"If she's cheated on me , then heaven itself is a fake .","If she be false , heaven mocked itself .",shakespeare
I don't believe it .,I'll not believe 't .,shakespeare
"What's going on , Othello , darling ?","How now , my dear Othello ?",shakespeare
The nobles of Cyprus whom you invited to dinner are waiting for you .,"Your dinner , and the generous islanders By you invited , do attend your presence .",shakespeare
